timestamp,simple-path,time
"2022-06-01 22:36:24.357","/master/welcome",12067
"2022-06-01 22:36:25.421","/master/welcome",905
"2022-06-01 22:36:30.502","/master/sign-in",4937
"2022-06-01 22:36:33.422","/master/welcome",1004
"2022-06-01 22:36:37.519","/administrator/administrator-dashboard/show",2787
"2022-06-01 22:36:38.191","/master/welcome",623
"2022-06-01 22:36:39.522","/master/welcome",722
"2022-06-01 22:36:42.432","/master/welcome",740
"2022-06-01 22:36:45.898","/administrator/administrator-dashboard/show",1399
"2022-06-01 22:36:46.935","/master/welcome",976
"2022-06-01 22:36:48.42","/master/sign-in",878
"2022-06-01 22:36:50.964","/master/welcome",1167
"2022-06-01 22:36:52.262","/administrator/administrator-dashboard/show",1228
"2022-06-01 22:36:53.381","/master/welcome",1055
"2022-06-01 22:36:54.891","/master/welcome",872
"2022-06-01 22:36:57.999","/master/welcome",1009
"2022-06-01 22:36:59.425","/master/sign-in",833
"2022-06-01 22:37:02.234","/master/welcome",1346
"2022-06-01 22:37:03.267","/administrator/administrator-dashboard/show",971
"2022-06-01 22:37:04.282","/master/welcome",953
"2022-06-01 22:37:05.741","/master/welcome",807
"2022-06-01 22:37:12.545","/master/welcome",781
"2022-06-01 22:37:13.369","/master/welcome",773
"2022-06-01 22:37:14.871","/master/sign-in",890
"2022-06-01 22:37:17.695","/master/welcome",868
"2022-06-01 22:37:21.322","/inventor/chimpum/list",2866
"2022-06-01 22:37:23.898","/inventor/chimpum/show",1658
"2022-06-01 22:37:25.733","/master/welcome",953
"2022-06-01 22:37:27.054","/master/welcome",676
"2022-06-01 22:37:30.221","/master/welcome",1033
"2022-06-01 22:37:31.322","/master/welcome",1054
"2022-06-01 22:37:32.522","/master/sign-in",1106
"2022-06-01 22:37:35.043","/master/welcome",801
"2022-06-01 22:37:37.069","/inventor/chimpum/list",1313
"2022-06-01 22:37:39.043","/inventor/chimpum/show",1142
"2022-06-01 22:37:40.486","/master/welcome",834
"2022-06-01 22:37:41.689","/master/welcome",587
"2022-06-01 22:37:48.478","/master/welcome",969
"2022-06-01 22:37:49.233","/master/welcome",714
"2022-06-01 22:37:50.414","/master/sign-in",1104
"2022-06-01 22:37:52.709","/master/welcome",1107
"2022-06-01 22:37:55.618","/inventor/item/list-my-components",2179
"2022-06-01 22:37:58.968","/inventor/item/show",2388
"2022-06-01 22:38:00.326","/inventor/chimpum/create",769
"2022-06-01 22:38:03.928","/inventor/item/show",830
"2022-06-01 22:38:05.977","/inventor/chimpum/list",1352
"2022-06-01 22:38:08.142","/inventor/chimpum/show",1103
"2022-06-01 22:38:09.972","/inventor/chimpum/list",680
"2022-06-01 22:38:13.378","/inventor/item/list-my-components",714
"2022-06-01 22:38:14.759","/inventor/item/show",559
"2022-06-01 22:38:15.682","/master/welcome",863
"2022-06-01 22:38:16.348","/master/welcome",591
"2022-06-01 22:38:19.865","/master/welcome",1399
"2022-06-01 22:38:22.725","/inventor/chimpum/create",781
"2022-06-01 22:38:23.704","/master/welcome",920
"2022-06-01 22:38:24.997","/master/sign-in",669
"2022-06-01 22:38:27.515","/master/welcome",572
"2022-06-01 22:38:28.346","/inventor/chimpum/create",755
"2022-06-01 22:38:28.949","/master/welcome",559
"2022-06-01 22:38:30.165","/master/welcome",594
"2022-06-01 22:38:32.918","/master/welcome",669
"2022-06-01 22:38:34.079","/master/sign-in",576
