timestamp,simple-path,time
"2022-06-01 23:04:04.701","/master/welcome",11222
"2022-06-01 23:04:05.869","/master/welcome",1015
"2022-06-01 23:04:11.689","/master/sign-in",5143
"2022-06-01 23:04:15.236","/master/welcome",1171
"2022-06-01 23:04:19.378","/administrator/administrator-dashboard/show",2806
"2022-06-01 23:04:20.695","/master/welcome",1258
"2022-06-01 23:04:21.868","/master/welcome",1099
"2022-06-01 23:04:25.003","/master/welcome",953
"2022-06-01 23:04:28.636","/administrator/administrator-dashboard/show",1564
"2022-06-01 23:04:29.858","/master/welcome",1140
"2022-06-01 23:04:31.041","/master/sign-in",1103
"2022-06-01 23:04:33.38","/master/welcome",1135
"2022-06-01 23:04:34.54","/administrator/administrator-dashboard/show",1084
"2022-06-01 23:04:35.596","/master/welcome",1006
"2022-06-01 23:04:36.788","/master/welcome",1118
"2022-06-01 23:04:39.919","/master/welcome",992
"2022-06-01 23:04:41.3","/master/sign-in",1179
"2022-06-01 23:04:43.602","/master/welcome",1118
"2022-06-01 23:04:44.75","/administrator/administrator-dashboard/show",1065
"2022-06-01 23:04:45.665","/master/welcome",850
"2022-06-01 23:04:47.161","/master/welcome",869
"2022-06-01 23:04:53.611","/master/welcome",717
"2022-06-01 23:04:54.59","/master/welcome",932
"2022-06-01 23:04:56.339","/master/sign-in",1144
"2022-06-01 23:04:58.841","/master/welcome",1133
"2022-06-01 23:05:03.09","/inventor/chimpum/list",3332
"2022-06-01 23:05:06.237","/inventor/chimpum/show",2187
"2022-06-01 23:05:08.225","/master/welcome",1214
"2022-06-01 23:05:09.531","/master/welcome",716
"2022-06-01 23:05:12.629","/master/welcome",1004
"2022-06-01 23:05:13.481","/master/welcome",805
"2022-06-01 23:05:14.656","/master/sign-in",1100
"2022-06-01 23:05:17.08","/master/welcome",777
"2022-06-01 23:05:18.944","/inventor/chimpum/list",1150
"2022-06-01 23:05:21.264","/inventor/chimpum/show",1409
"2022-06-01 23:05:23.314","/master/welcome",1163
"2022-06-01 23:05:24.748","/master/welcome",789
"2022-06-01 23:05:30.91","/master/welcome",800
"2022-06-01 23:05:31.882","/master/welcome",935
"2022-06-01 23:05:33.075","/master/sign-in",1106
"2022-06-01 23:05:35.47","/master/welcome",747
"2022-06-01 23:05:37.979","/inventor/item/list-my-components",2189
"2022-06-01 23:05:42.113","/inventor/item/show",3252
"2022-06-01 23:05:43.88","/inventor/chimpum/create",1142
"2022-06-01 23:05:48.006","/inventor/item/show",1276
"2022-06-01 23:05:50.183","/inventor/chimpum/list",1667
"2022-06-01 23:05:52.874","/inventor/chimpum/show",1212
"2022-06-01 23:05:55.285","/inventor/chimpum/list",796
"2022-06-01 23:05:58.64","/inventor/item/list-my-components",1110
"2022-06-01 23:06:00.576","/inventor/item/show",1111
"2022-06-01 23:06:01.471","/master/welcome",832
"2022-06-01 23:06:02.915","/master/welcome",850
"2022-06-01 23:06:06.043","/master/welcome",1019
"2022-06-01 23:06:09.069","/inventor/chimpum/create",940
"2022-06-01 23:06:09.992","/master/welcome",871
"2022-06-01 23:06:11.434","/master/sign-in",804
"2022-06-01 23:06:14.075","/master/welcome",1113
"2022-06-01 23:06:15.21","/inventor/chimpum/create",1045
"2022-06-01 23:06:16.713","/master/welcome",1440
"2022-06-01 23:06:18.203","/master/welcome",866
"2022-06-01 23:06:21.018","/master/welcome",738
"2022-06-01 23:06:22.463","/master/sign-in",837
"2022-06-01 23:06:24.568","/master/welcome",772
"2022-06-01 23:06:25.518","/inventor/chimpum/create",885
"2022-06-01 23:06:26.616","/master/welcome",1037
"2022-06-01 23:06:28.021","/master/welcome",789
"2022-06-01 23:06:30.997","/master/welcome",890
"2022-06-01 23:06:33.905","/inventor/chimpum/delete",840
"2022-06-01 23:06:34.709","/master/welcome",756
"2022-06-01 23:06:36.097","/master/sign-in",791
"2022-06-01 23:06:38.888","/master/welcome",804
"2022-06-01 23:06:40.044","/inventor/chimpum/delete",1087
"2022-06-01 23:06:41.213","/master/welcome",1108
"2022-06-01 23:06:42.489","/master/welcome",1167
"2022-06-01 23:06:45.407","/master/welcome",832
"2022-06-01 23:06:47.242","/master/sign-in",1198
"2022-06-01 23:06:49.439","/master/welcome",769
"2022-06-01 23:06:50.461","/inventor/chimpum/delete",940
"2022-06-01 23:06:51.361","/master/welcome",845
"2022-06-01 23:06:52.736","/master/welcome",760
"2022-06-01 23:06:55.592","/master/welcome",733
"2022-06-01 23:06:56.652","/master/welcome",1012
"2022-06-01 23:06:58.388","/master/sign-in",1109
"2022-06-01 23:07:01.194","/master/welcome",794
"2022-06-01 23:07:03.252","/inventor/item/list-my-components",1262
"2022-06-01 23:07:05.195","/inventor/item/show",1107
"2022-06-01 23:07:06.922","/inventor/chimpum/create",1128
"2022-06-01 23:07:09.283","/inventor/chimpum/create",1110
"2022-06-01 23:07:10.539","/master/welcome",1198
"2022-06-01 23:07:12.0","/master/welcome",857
"2022-06-01 23:07:14.946","/master/welcome",837
"2022-06-01 23:07:15.982","/master/welcome",1005
"2022-06-01 23:07:17.727","/master/sign-in",1148
"2022-06-01 23:07:20.526","/master/welcome",780
"2022-06-01 23:07:22.494","/inventor/item/list-my-components",1184
"2022-06-01 23:07:24.61","/inventor/item/show",1098
"2022-06-01 23:07:26.298","/inventor/chimpum/create",1095
"2022-06-01 23:07:29.046","/inventor/chimpum/create",1102
"2022-06-01 23:07:29.975","/master/welcome",871
"2022-06-01 23:07:31.174","/master/welcome",1109
"2022-06-01 23:07:34.161","/master/welcome",884
"2022-06-01 23:07:35.111","/master/welcome",903
"2022-06-01 23:07:36.492","/master/sign-in",774
"2022-06-01 23:07:38.576","/master/welcome",720
"2022-06-01 23:07:39.915","/inventor/item/list-my-components",1150
"2022-06-01 23:07:41.978","/inventor/item/show",1195
"2022-06-01 23:07:43.77","/inventor/chimpum/create",1178
"2022-06-01 23:07:46.541","/inventor/chimpum/create",1143
"2022-06-01 23:07:47.561","/master/welcome",967
"2022-06-01 23:07:48.962","/master/welcome",776
"2022-06-01 23:07:52.115","/master/welcome",1064
"2022-06-01 23:07:53.159","/master/welcome",996
"2022-06-01 23:07:54.686","/master/sign-in",897
"2022-06-01 23:07:56.816","/master/welcome",800
"2022-06-01 23:07:58.14","/inventor/item/list-my-components",1151
"2022-06-01 23:08:00.12","/inventor/item/show",1145
"2022-06-01 23:08:01.848","/inventor/chimpum/create",1118
"2022-06-01 23:08:04.589","/inventor/chimpum/create",1123
"2022-06-01 23:08:05.721","/master/welcome",1072
"2022-06-01 23:08:07.039","/master/welcome",724
"2022-06-01 23:08:09.971","/master/welcome",820
"2022-06-01 23:08:10.854","/master/welcome",852
"2022-06-01 23:08:12.313","/master/sign-in",839
"2022-06-01 23:08:15.224","/master/welcome",763
"2022-06-01 23:08:16.558","/inventor/item/list-my-components",1155
"2022-06-01 23:08:18.505","/inventor/item/show",1084
"2022-06-01 23:08:19.67","/inventor/chimpum/create",1101
"2022-06-01 23:08:22.474","/inventor/chimpum/create",1122
"2022-06-01 23:08:23.573","/master/welcome",1040
"2022-06-01 23:08:24.861","/master/welcome",682
"2022-06-01 23:08:28.329","/master/welcome",1368
"2022-06-01 23:08:29.211","/master/welcome",851
"2022-06-01 23:08:30.661","/master/sign-in",856
